player,team,position,games,winrate,avg_kills,avg_deaths,avg_assists,avg_damage,avg_dpm,avg_cspm,avg_vision,kda
Lancer,DN Freecs Challengers,top,139,0.5323741007194245,2.935251798561151,3.4532374100719423,5.7913669064748206,21233.61870503597,667.4623942446044,7.957677697841726,34.32374100719424,2.5270833333333336
DDoiV,DN Freecs Challengers,jng,137,0.5255474452554745,3.0875912408759123,3.4525547445255476,8.489051094890511,14623.452554744526,460.01047518248174,6.463013138686132,52.839416058394164,3.353065539112051
Eclipse,Hanwha Life Esports Academy,bot,135,0.5851851851851851,6.162962962962963,3.1333333333333333,7.2,27513.42962962963,880.2667777777777,8.618105925925926,34.93333333333333,4.264775413711584
Hailstone,Hanwha Life Esports Academy,sup,135,0.5851851851851851,1.0666666666666667,4.192592592592592,12.814814814814815,7128.118518518519,230.24746888888887,0.9684385185185186,103.94814814814815,3.3109540636042407
Monki,Team WE,jng,134,0.40298507462686567,3.514925373134328,3.8134328358208953,7.611940298507463,14473.932835820895,450.22527238805975,6.908493283582089,46.41044776119403,2.9178082191780823
Nevid,Dplus KIA Youth,top,134,0.5522388059701493,3.58955223880597,4.388059701492537,6.358208955223881,23986.805970149253,790.8710880597015,7.5489022388059706,21.55223880597015,2.2670068027210886
Despair,Dplus KIA Youth,mid,134,0.5522388059701493,4.850746268656716,3.3134328358208953,6.402985074626866,24764.86567164179,812.3864388059701,8.7137223880597,23.567164179104477,3.396396396396397
Solid,Dplus KIA Youth,jng,134,0.5522388059701493,3.791044776119403,3.7761194029850746,8.171641791044776,14676.089552238805,486.14527014925375,6.545459701492537,45.66417910447761,3.16798418972332
Jinbeom,Dplus KIA Youth,bot,134,0.5522388059701493,5.41044776119403,3.3656716417910446,6.619402985074627,24934.589552238805,817.8810798507462,9.35803880597015,29.895522388059703,3.5742793791574283
GIDEON,Nongshim RedForce,jng,131,0.40458015267175573,2.946564885496183,3.351145038167939,6.893129770992366,12607.687022900764,400.94406259541984,6.271267938931298,51.17557251908397,2.9362186788154894
Bdd,KT Rolster,mid,131,0.5038167938931297,4.0,2.2748091603053435,6.572519083969466,21421.557251908398,658.3576091603053,8.733300763358779,35.6793893129771,4.64765100671141
Hanbyeol,Gen.G Global Academy,top,130,0.4307692307692308,2.4846153846153847,3.330769230769231,5.530769230769231,20657.746153846154,638.2684376923078,7.717896923076923,29.338461538461537,2.4064665127020786
Panther,Hanwha Life Esports Academy,top,130,0.5769230769230769,4.6692307692307695,3.423076923076923,6.769230769230769,24421.153846153848,791.8018461538462,8.099022307692309,25.523076923076925,3.3415730337078653
Jackal,Hanwha Life Esports Academy,jng,130,0.5769230769230769,4.876923076923077,3.730769230769231,9.523076923076923,17837.553846153845,576.7923261538461,6.837394615384616,36.84615384615385,3.8597938144329897
About,Gen.G Global Academy,bot,130,0.4307692307692308,4.846153846153846,3.1153846153846154,5.884615384615385,27329.384615384617,832.3234869230769,9.801467692307693,38.66153846153846,3.444444444444444
Cracker,Hanwha Life Esports Academy,mid,130,0.5769230769230769,4.123076923076923,4.076923076923077,9.023076923076923,25301.592307692306,818.0244753846155,8.06709,30.123076923076923,3.2245283018867927
Cuzz,KT Rolster,jng,130,0.5076923076923077,3.276923076923077,2.6153846153846154,7.7615384615384615,14657.207692307693,450.9575623076923,6.623886923076923,58.09230769230769,4.220588235294118
Winner,Gen.G Global Academy,jng,130,0.4307692307692308,3.2846153846153845,3.1538461538461537,7.369230769230769,14320.053846153845,441.5142276923077,6.371006153846154,49.30769230769231,3.3780487804878048
Kemish,Gen.G Global Academy,mid,130,0.4307692307692308,3.0923076923076924,3.1538461538461537,7.184615384615385,21875.13076923077,678.6186238461539,8.054777692307693,36.07692307692308,3.258536585365854
Pleata,DRX Challengers,sup,129,0.5736434108527132,1.062015503875969,3.6666666666666665,12.015503875968992,7641.945736434109,237.8646984496124,1.1673682170542634,124.31782945736434,3.5665961945031714
Zinie,KT Rolster Challengers,mid,129,0.689922480620155,4.410852713178294,3.054263565891473,7.945736434108527,26784.62015503876,851.2299891472868,8.331374418604652,38.689922480620154,4.0456852791878175
YoungJae,KT Rolster Challengers,jng,129,0.689922480620155,4.705426356589148,3.3488372093023258,8.782945736434108,17974.643410852714,572.1349325581396,6.94088992248062,53.01550387596899,4.027777777777778
Pungyeon,DN Freecs Challengers,mid,129,0.5193798449612403,3.992248062015504,3.24031007751938,6.945736434108527,25138.37984496124,784.9118317829458,8.979071317829456,35.713178294573645,3.375598086124402
3XA,Karmine Corp Blue,bot,127,0.6692913385826772,5.803149606299213,1.858267716535433,6.3858267716535435,27591.30708661417,826.7568661417323,10.020285826771653,41.818897637795274,6.5593220338983045
Diable,BNK FEARX,bot,127,0.48031496062992124,5.559055118110236,2.6850393700787403,5.669291338582677,24786.30708661417,786.3152566929134,9.604015748031497,37.38582677165354,4.181818181818182
Raptor,BNK FEARX,jng,127,0.48031496062992124,3.4960629921259843,3.338582677165354,7.818897637795276,15003.259842519685,478.9284496062992,6.158794488188977,46.13385826771653,3.3891509433962264
Maynter,Karmine Corp Blue,top,127,0.6692913385826772,2.6929133858267718,2.1496062992125986,5.905511811023622,19227.976377952757,590.7591086614173,7.7620740157480315,29.944881889763778,4.0
Kellin,BNK FEARX,sup,127,0.48031496062992124,0.7716535433070866,3.677165354330709,11.244094488188976,7186.291338582677,229.15792992125986,0.8763425196850394,112.67716535433071,3.267665952890792
Namgung,Gen.G Global Academy,sup,127,0.4330708661417323,0.7007874015748031,3.9448818897637796,9.984251968503937,7492.645669291339,235.23729763779528,1.0928732283464568,122.55118110236221,2.7085828343313376
SlowQ,Karmine Corp Blue,mid,127,0.6692913385826772,3.7007874015748032,2.425196850393701,7.228346456692913,24225.464566929135,727.6073850393701,8.923512598425198,37.14173228346457,4.5064935064935066
Taeyoon,Team WE,bot,127,0.4015748031496063,4.291338582677166,2.7007874015748032,5.889763779527559,24082.259842519685,743.8745716535434,8.945742519685039,42.51968503937008,3.7696793002915454
Vampire,Team WE,sup,127,0.4015748031496063,0.8267716535433071,4.165354330708661,10.10236220472441,6667.4094488188975,210.38899212598426,0.9884779527559054,115.2992125984252,2.623818525519849
Daglas,Los Heretics,jng,125,0.616,3.392,2.28,8.488,15900.688,482.1573424,6.757612,45.288,5.2105263157894735
Tracyn,Los Heretics,top,125,0.616,3.728,2.096,5.216,20400.488,622.6391992,8.326364799999999,26.464,4.2671755725190845
Prever,DN Freecs Academy,jng,123,0.5528455284552846,4.284552845528455,3.6016260162601625,7.902439024390244,15795.243902439024,506.0457284552846,6.896860975609756,41.479674796747965,3.383747178329571
Jiwoo,Nongshim RedForce,bot,123,0.42276422764227645,4.040650406504065,3.073170731707317,5.276422764227642,22320.39024390244,708.1772617886179,8.899825203252032,33.47154471544715,3.0317460317460316
Flip,DN Freecs Academy,mid,123,0.5528455284552846,4.308943089430894,3.0,7.048780487804878,25517.447154471545,818.783674796748,8.994843902439024,29.617886178861788,3.785907859078591
Painter,T1 Esports Academy Rookies,jng,122,0.7295081967213115,4.524590163934426,2.5901639344262297,10.770491803278688,17226.754098360656,561.1295196721311,6.7973975409836065,47.49180327868852,5.90506329113924
Feng,Deep Cross Gaming,bot,122,0.7049180327868853,6.647540983606557,2.737704918032787,7.729508196721311,24635.491803278688,835.6643762295082,8.780618032786885,36.68852459016394,5.251497005988024
665,Deep Cross Gaming,jng,122,0.7049180327868853,4.598360655737705,3.0737704918032787,10.327868852459016,16186.77868852459,553.144681147541,6.755888524590164,41.385245901639344,4.856
deokdam,KT Rolster,bot,122,0.5163934426229508,4.508196721311475,2.4836065573770494,6.180327868852459,23713.090163934427,723.4741786885246,8.904394262295082,35.877049180327866,4.303630363036303
ShiauC,Deep Cross Gaming,sup,122,0.7049180327868853,1.3032786885245902,4.19672131147541,14.172131147540984,7594.491803278688,261.7597450819672,1.0985450819672131,107.89344262295081,3.6875
Flauren,Deep Cross Gaming,top,122,0.7049180327868853,3.9672131147540983,2.459016393442623,6.270491803278689,19941.786885245903,677.2476098360656,7.977810655737705,32.14754098360656,4.163333333333333
OddEye,T1 Esports Academy Rookies,bot,122,0.7295081967213115,6.991803278688525,2.680327868852459,7.442622950819672,28639.262295081968,924.9740139344262,9.410173770491802,32.71311475409836,5.385321100917431
Paduck,KT Rolster Challengers,bot,121,0.6942148760330579,6.049586776859504,2.5454545454545454,7.305785123966942,27208.669421487604,851.9004074380165,8.716372727272727,35.70247933884298,5.246753246753247
Kaiser,Los Heretics,sup,121,0.628099173553719,0.7851239669421488,3.322314049586777,11.933884297520661,6988.347107438017,217.32565289256198,1.0077223140495868,115.63636363636364,3.828358208955224
Willer,BNK FEARX Youth,jng,121,0.512396694214876,4.628099173553719,3.2892561983471076,8.140495867768594,15438.330578512398,484.41686115702475,6.9589958677685955,48.86776859504132,3.8819095477386933
Rin,Los Heretics,bot,120,0.625,4.616666666666666,2.6166666666666667,6.916666666666667,26190.333333333332,801.5797016666667,9.4621625,40.43333333333333,4.407643312101911
HongQ,CTBC Flying Oyster,mid,119,0.6722689075630253,3.6554621848739495,2.823529411764706,6.6722689075630255,23670.722689075632,733.8689487394957,8.756861344537814,41.52100840336134,3.6577380952380953
Midir,DN Freecs Academy,top,119,0.5378151260504201,3.319327731092437,3.6638655462184873,6.5966386554621845,20671.126050420167,666.1629033613445,7.252414285714285,21.235294117647058,2.706422018348624
JunJia,CTBC Flying Oyster,jng,119,0.6722689075630253,3.226890756302521,2.3529411764705883,7.65546218487395,13956.411764705883,436.93241260504203,6.812655462184874,54.747899159663866,4.625
Kaiwing,CTBC Flying Oyster,sup,119,0.6722689075630253,0.7563025210084033,2.327731092436975,10.705882352941176,5922.420168067227,184.86680588235293,1.0936672268907563,111.05042016806723,4.924187725631768
VicLa,BNK FEARX,mid,119,0.48739495798319327,2.966386554621849,3.092436974789916,7.352941176470588,22018.134453781513,694.5560142857142,8.430618487394957,33.09243697478992,3.33695652173913
Doggo,CTBC Flying Oyster,bot,119,0.6722689075630253,5.495798319327731,1.773109243697479,5.294117647058823,24516.764705882353,763.2833319327731,9.524432773109243,42.252100840336134,6.085308056872039
Doinb,Ninjas in Pyjamas,mid,118,0.4745762711864407,3.288135593220339,2.8389830508474576,7.728813559322034,21094.025423728814,633.7025915254237,8.313569491525424,37.94915254237288,3.8805970149253732
Leave,Ninjas in Pyjamas,bot,118,0.4745762711864407,4.838983050847458,3.0847457627118646,6.203389830508475,27058.20338983051,804.0341966101695,9.448222881355932,38.898305084745765,3.5796703296703294
Legolas,Barça eSports,bot,118,0.5254237288135594,5.389830508474576,2.7966101694915255,5.6440677966101696,24404.661016949154,744.2248457627119,9.239604237288136,29.889830508474578,3.9454545454545453
Clear,BNK FEARX,top,117,0.49572649572649574,2.6324786324786325,3.017094017094017,6.136752136752137,19126.136752136754,601.3545025641026,7.623003418803418,29.641025641025642,2.9065155807365444
Czekolad,Barça eSports,mid,116,0.5344827586206896,3.8448275862068964,2.8448275862068964,7.198275862068965,23988.51724137931,741.8128620689655,8.362456034482758,30.42241379310345,3.881818181818182
whiteinn,Barça eSports,sup,116,0.5344827586206896,0.8275862068965517,3.810344827586207,11.758620689655173,6420.474137931034,200.24733793103448,0.9349310344827586,106.23275862068965,3.30316742081448
WhiteKnight,Barça eSports,top,116,0.5344827586206896,2.4310344827586206,2.6982758620689653,6.810344827586207,15308.293103448275,475.02879655172416,7.147775862068966,30.879310344827587,3.4249201277955272
Care,FunPlus Phoenix,mid,115,0.3217391304347826,3.417391304347826,3.217391304347826,6.3304347826086955,19655.93913043478,595.4748791304347,8.170875652173914,40.791304347826085,3.0297297297297296
Jwei,FunPlus Phoenix,sup,115,0.3217391304347826,0.5826086956521739,4.191304347826087,10.060869565217391,6192.382608695652,188.39170000000001,1.1473860869565218,113.85217391304347,2.5394190871369298
sheer,FunPlus Phoenix,top,115,0.3217391304347826,2.582608695652174,3.1565217391304348,5.391304347826087,17698.921739130434,538.58358,7.7613330434782615,29.982608695652175,2.5261707988980717
Piero,Karmine Corp Blue,sup,114,0.6754385964912281,0.9473684210526315,3.3508771929824563,11.991228070175438,6827.035087719299,208.54951052631577,0.9109043859649123,118.91228070175438,3.8612565445026177
BrokenBlade,G2 Esports,top,113,0.5929203539823009,2.7168141592920354,2.4070796460176993,4.902654867256637,18367.769911504423,564.7420884955752,7.801175221238938,34.92035398230089,3.1654411764705883
Labrov,G2 Esports,sup,113,0.5929203539823009,0.6371681415929203,3.0973451327433628,9.601769911504425,6516.929203539823,201.96816017699115,0.9167000000000001,114.30088495575221,3.3057142857142856
Caps,G2 Esports,mid,113,0.5929203539823009,3.2920353982300883,2.353982300884956,5.513274336283186,20686.646017699117,632.7970876106195,8.768770796460176,31.876106194690266,3.7406015037593985
SkewMond,G2 Esports,jng,113,0.5929203539823009,3.0530973451327434,1.8761061946902655,6.8584070796460175,14362.079646017699,439.8570353982301,6.807051327433629,51.52212389380531,5.283018867924528
Hans Sama,G2 Esports,bot,113,0.5929203539823009,4.070796460176991,1.823008849557522,5.15929203539823,22540.451327433628,683.0883876106195,9.30866017699115,38.769911504424776,5.063106796116505
Casting,KT Rolster Challengers,top,112,0.6785714285714286,3.2232142857142856,2.4910714285714284,7.026785714285714,20442.151785714286,657.2224348214286,7.665749107142857,35.526785714285715,4.114695340501792
PerfecT,KT Rolster,top,111,0.5315315315315315,2.2522522522522523,2.684684684684685,5.666666666666667,17106.603603603602,522.0892036036036,7.560504504504505,35.4054054054054,2.9496644295302015
Quantum,DN Freecs Challengers,sup,111,0.5855855855855856,0.990990990990991,3.864864864864865,12.018018018018019,7898.486486486487,247.2383081081081,1.086099099099099,113.12612612612612,3.365967365967366
Garden,Dplus KIA Challengers,mid,110,0.41818181818181815,3.609090909090909,3.6,6.609090909090909,23233.627272727274,696.3734981818181,8.529388181818183,33.53636363636364,2.8383838383838387
Wayne,Dplus KIA Challengers,bot,110,0.41818181818181815,4.318181818181818,2.7818181818181817,5.963636363636364,23084.736363636363,688.2640945454544,8.840153636363636,32.75454545454546,3.6960784313725488
Sharvel,Dplus KIA Challengers,jng,110,0.41818181818181815,3.0727272727272728,3.1454545454545455,8.372727272727273,16082.627272727274,482.16913454545454,6.703112727272727,51.93636363636364,3.638728323699422
Jojopyun,Movistar KOI,mid,109,0.5321100917431193,2.981651376146789,2.8807339449541285,6.146788990825688,21811.155963302754,651.0560293577981,9.035529357798165,38.055045871559635,3.168789808917197
Nemesis,Los Ratones,mid,109,0.7981651376146789,4.155963302752293,2.4220183486238533,7.568807339449541,22846.89908256881,718.8669486238533,8.887376146788991,26.10091743119266,4.840909090909091
Supa,Movistar KOI,bot,109,0.5321100917431193,4.981651376146789,2.091743119266055,4.541284403669724,23223.155963302754,685.7151449541285,9.730626605504588,37.174311926605505,4.552631578947369
Velja,Los Ratones,jng,109,0.7981651376146789,4.532110091743119,2.44954128440367,7.981651376146789,15239.449541284404,487.02278899082563,6.566181651376147,42.825688073394495,5.108614232209737
Alvaro,Movistar KOI,sup,109,0.5321100917431193,0.5779816513761468,3.18348623853211,10.339449541284404,6468.880733944954,191.94148256880732,1.030465137614679,128.1651376146789,3.429394812680116
Baus,Los Ratones,top,109,0.7981651376146789,3.110091743119266,5.18348623853211,5.5963302752293576,21564.16513761468,676.9104513761467,8.682945871559633,22.275229357798164,1.679646017699115
Elyoya,Movistar KOI,jng,109,0.5321100917431193,2.8990825688073394,2.1743119266055047,7.495412844036697,13385.247706422018,398.46218165137617,6.424422935779817,54.71559633027523,4.780590717299578
Myrwn,Movistar KOI,top,109,0.5321100917431193,2.541284403669725,2.532110091743119,5.165137614678899,20233.605504587154,599.3810284403669,7.923104587155962,34.77981651376147,3.0434782608695654
Rekkles,Los Ratones,sup,108,0.7962962962962963,0.8055555555555556,1.037037037037037,13.25925925925926,6743.888888888889,215.13058333333333,1.4225425925925927,114.51851851851852,13.5625
Peter,KT Rolster,sup,108,0.5462962962962963,0.6574074074074074,3.6296296296296298,10.925925925925926,6471.305555555556,197.27122222222224,1.0515453703703703,121.1574074074074,3.1913265306122445
Crownie,Los Ratones,bot,108,0.7962962962962963,5.296296296296297,1.8240740740740742,6.138888888888889,21876.537037037036,683.2826407407408,9.924144444444446,32.94444444444444,6.269035532994924
HongSuo,Deep Cross Gaming,mid,107,0.6915887850467289,5.242990654205608,2.485981308411215,8.373831775700934,22936.644859813085,773.8221925233645,8.374582242990654,32.60747663551402,5.477443609022556
Vladi,Karmine Corp,mid,106,0.5943396226415094,3.3207547169811322,2.330188679245283,6.60377358490566,23062.622641509435,692.4030867924528,8.853954716981132,36.91509433962264,4.2591093117408905
Canna,Karmine Corp,top,106,0.5943396226415094,2.8679245283018866,2.358490566037736,5.10377358490566,20597.93396226415,619.1217660377358,8.047067924528301,37.04716981132076,3.3799999999999994
Yike,Karmine Corp,jng,106,0.5943396226415094,2.9056603773584904,2.80188679245283,7.811320754716981,14395.792452830188,432.1099273584906,5.977561320754717,46.27358490566038,3.824915824915825
Targamas,Karmine Corp,sup,106,0.5943396226415094,0.6132075471698113,3.19811320754717,10.339622641509434,6473.801886792453,193.5362103773585,1.1238764150943397,124.4245283018868,3.4247787610619467
Caliste,Karmine Corp,bot,106,0.5943396226415094,4.943396226415095,1.9056603773584906,5.273584905660377,24788.283018867925,738.5302066037735,9.817866981132076,39.95283018867924,5.361386138613861
