player,team,position,games,wins,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_cspm,avg_vision,winrate,kda,weighted_winrate,weighted_kda,primary_league,region
Taiyaki,Yang Yang Gaming,sup,35,20,1.0571428571428572,3.5714285714285716,14.228571428571428,227.87394,0.8794085714285714,93.88571428571429,57.1,4.28,57.1,4.28,LJL,Japan
Thayger,Barça eSports,jng,87,51,3.8850574712643677,2.8620689655172415,8.35632183908046,477.4474770114943,6.592088505747126,44.0,58.6,4.28,58.6,4.28,LVP SL,Europe
Rhilech,BK ROG Esports,jng,61,39,3.3442622950819674,2.7868852459016393,8.573770491803279,463.86460655737704,6.998996721311475,51.31147540983606,63.9,4.28,63.9,4.28,LFL,Europe
xddyuki,The Secret Club,bot,14,8,5.714285714285714,3.0714285714285716,7.428571428571429,906.7799714285713,9.118435714285715,26.571428571428573,57.1,4.28,57.1,4.28,EBL,Europe
ESCIK,UCAM Esports,mid,62,32,4.161290322580645,2.6129032258064515,7.016129032258065,728.8344741935483,8.546975806451613,31.516129032258064,51.6,4.28,51.6,4.28,LVP SL,Europe
Shredder,Macko Esports,sup,19,15,0.631578947368421,3.1578947368421053,12.894736842105264,195.68320000000003,1.0302105263157895,99.10526315789474,78.9,4.28,78.9,4.28,LIT,Europe
Tracyn,Los Heretics,top,125,77,3.728,2.096,5.216,622.6391992,8.326364799999999,26.464,61.6,4.27,61.6,4.27,LVP SL,Europe
Daiky,LYON Academy,jng,15,5,5.2,3.466666666666667,9.6,516.5630866666667,6.117806666666667,51.733333333333334,33.3,4.27,33.3,4.27,LRN,Other
DOOM,RED Academy,jng,26,21,3.0384615384615383,3.3076923076923075,11.076923076923077,502.5555230769231,6.0654653846153845,52.11538461538461,80.8,4.27,80.8,4.27,CD,Latin America
Caner,Odivelas Sports Club,bot,10,5,5.5,2.6,5.6,652.62103,8.78333,21.1,50.0,4.27,50.0,4.27,LPLOL,Other
Eclipse,Hanwha Life Esports Academy,bot,135,79,6.162962962962963,3.1333333333333333,7.2,880.2667777777777,8.618105925925926,34.93333333333333,58.5,4.26,58.5,4.26,LAS,Latin America
Sencux,Fog Esports,mid,21,8,4.761904761904762,2.5238095238095237,6.0,783.386861904762,8.027685714285715,22.761904761904763,38.1,4.26,38.1,4.26,AL,Europe
FenRir,KT Rolster Academy,bot,74,47,6.486486486486487,3.2837837837837838,7.5,882.7795094594595,8.784304054054054,31.81081081081081,63.5,4.26,63.5,4.26,LAS,Latin America
Lelouch,Guasones,bot,16,7,3.875,1.9375,4.375,613.20885625,9.27683125,20.9375,43.8,4.26,43.8,4.26,LVP SL,Europe
YYG hourosummer,Yang Yang Gaming,bot,12,8,6.333333333333333,3.5,8.583333333333334,703.9787666666666,8.365033333333333,30.166666666666668,66.7,4.26,66.7,4.26,LJL,Japan
bluerzor,UCAM Esports,jng,33,20,2.9696969696969697,2.9393939393939394,9.545454545454545,455.00146363636367,6.1666878787878785,50.39393939393939,60.6,4.26,60.6,4.26,LVP SL,Europe
Lospa,GIANTX Pride,sup,87,60,0.8275862068965517,3.0804597701149423,12.25287356321839,189.70155172413794,0.945967816091954,117.20689655172414,69.0,4.25,69.0,4.25,LVP SL,Europe
Momochi,Cusprills,sup,15,10,0.9333333333333333,3.466666666666667,13.8,277.89321333333334,1.0143933333333333,129.93333333333334,66.7,4.25,66.7,4.25,CD,Latin America
Tyrone,Colossal Gaming,bot,21,11,4.619047619047619,2.4285714285714284,5.714285714285714,742.0997333333333,8.851490476190477,22.571428571428573,52.4,4.25,52.4,4.25,LIT,Europe
Furby,GnG Amazigh,sup,26,12,0.5384615384615384,2.269230769230769,9.115384615384615,167.56570769230768,1.1090307692307693,98.23076923076923,46.2,4.25,46.2,4.25,AL,Europe
Bull,OKSavingsBank BRION,bot,11,4,3.6363636363636362,2.1818181818181817,5.636363636363637,631.516009090909,9.152372727272727,38.63636363636363,36.4,4.25,36.4,4.25,LCK,Korea
JackeyLove,Top Esports,bot,183,114,4.60655737704918,2.7868852459016393,6.994535519125683,773.4908770491804,9.212980327868852,43.42622950819672,62.3,4.16,62.9,4.24,LPL,China
Noah,GiantX,bot,57,27,4.7894736842105265,2.263157894736842,4.807017543859649,759.1121421052632,9.52458947368421,39.35087719298246,47.4,4.24,47.4,4.24,LEC,Europe
Vaynedeta,Austrian Force willhaben,bot,46,20,5.543478260869565,2.5652173913043477,5.326086956521739,748.7467760869565,9.353221739130435,30.717391304347824,43.5,4.24,43.5,4.24,PRM,Europe
Mahonix,Senshi eSports,sup,32,22,0.90625,2.96875,11.6875,242.95716875,0.97595625,101.5,68.8,4.24,68.8,4.24,ROL,Other
Patch,Beşiktaş Esports,sup,27,16,0.9259259259259259,3.185185185185185,12.481481481481481,189.9670074074074,1.0526037037037037,127.55555555555556,59.3,4.21,60.5,4.24,TCL,Europe
NoName,Verdant,jng,19,9,3.1052631578947367,2.5789473684210527,7.842105263157895,486.63987368421056,6.2404631578947365,43.05263157894737,47.4,4.24,47.4,4.24,NLC,Europe
Bandit,Myth Esports,jng,16,7,4.25,2.6875,7.125,501.9016,6.206475,29.4375,43.8,4.23,43.8,4.23,ROL,Other
Yusah,Saigon Dino,jng,24,14,3.625,3.25,9.916666666666666,446.5395833333334,6.122450000000001,50.708333333333336,58.3,4.17,58.6,4.23,VCS,Southeast Asia
sarolu,Vivo Keyd Stars Academy,jng,56,37,3.1964285714285716,3.0,9.482142857142858,494.08177321428576,6.304196428571429,55.875,66.1,4.23,66.1,4.23,CD,Latin America
BOO rururu,Bamboo Juice,bot,10,5,4.1,2.6,6.9,562.11573,7.2150300000000005,20.7,50.0,4.23,50.0,4.23,LJL,Japan
Antonio,Barcząca Esports,bot,16,7,3.5625,2.6875,7.8125,690.8673249999999,8.499168749999999,23.0,43.8,4.23,43.8,4.23,RL,Other
pan,Farenvehn,top,31,20,4.193548387096774,2.3870967741935485,5.870967741935484,672.7866258064516,8.106341935483872,28.70967741935484,64.5,4.22,64.5,4.22,LRS,Other
Goliath,Ramboot Club,sup,14,7,1.1428571428571428,3.2857142857142856,12.714285714285714,257.47114285714287,1.0412571428571429,116.42857142857143,50.0,4.22,50.0,4.22,LVP SL,Europe
cody,Estral Esports,mid,32,19,4.0625,2.75,8.09375,763.339471875,8.38073125,41.09375,59.4,4.42,56.5,4.22,LRN,Other
Vincenzo,T1 Esports Academy,jng,148,91,3.6621621621621623,2.831081081081081,8.216216216216216,454.98959391891896,6.893432432432432,48.99324324324324,61.5,4.2,62.2,4.22,LCKC,Korea
Creme,Top Esports,mid,183,114,3.8961748633879782,2.6885245901639343,7.240437158469946,764.3108180327869,8.320316393442623,35.57377049180328,62.3,4.14,62.9,4.22,LPL,China
Baut,BBL Dark Passage,sup,22,11,0.4090909090909091,3.0,12.227272727272727,210.30335000000002,1.1140636363636363,123.72727272727273,50.0,4.21,50.0,4.21,TCL,Europe
Kanavi,Hanwha Life Esports,jng,17,11,4.705882352941177,3.2941176470588234,9.176470588235293,612.4820176470588,7.270205882352942,46.11764705882353,64.7,4.21,64.7,4.21,KeSPA,Korea
Zest,Bushido Wildcats,top,36,22,4.333333333333333,2.638888888888889,6.638888888888889,776.2136694444445,8.601594444444444,34.388888888888886,61.1,4.16,62.6,4.21,TCL,Europe
Juhan,Oh My God,jng,12,7,3.4166666666666665,2.75,8.166666666666666,436.13033333333334,6.666275,47.666666666666664,58.3,4.21,58.3,4.21,DCup,China
Thanatos,Cloud9,top,75,48,3.066666666666667,2.3733333333333335,6.586666666666667,599.5704813333333,8.433733333333333,31.826666666666668,64.0,4.07,64.9,4.2,LTA N,North America
ChiCh1,wangting,bot,53,26,6.018867924528302,3.5660377358490565,8.754716981132075,831.2666679245283,8.369224528301887,29.30188679245283,49.1,4.14,49.3,4.2,PCS,Southeast Asia
Jezu,Galions,bot,40,23,4.725,2.5,5.775,749.92673,9.3996075,39.875,57.5,4.2,57.5,4.2,LFL,Europe
Kojima,RED Academy,bot,19,11,4.2105263157894735,2.4210526315789473,5.947368421052632,741.2565684210526,9.20068947368421,35.31578947368421,57.9,4.2,57.9,4.2,CD,Latin America
Zubac,Zero Tenacity,jng,104,67,4.336538461538462,3.1923076923076925,9.076923076923077,475.74275096153843,5.796381730769231,35.25961538461539,64.4,4.2,64.4,4.2,RL,Other
Fede,Fox Gaming,bot,55,24,4.6,2.6,6.327272727272727,767.09434,9.435847272727273,30.527272727272727,43.6,4.2,43.6,4.2,AL,Europe
Skeanz,Papara SuperMassive,jng,50,26,3.86,3.02,9.3,470.63326800000004,6.23053,40.24,52.0,4.36,51.1,4.19,TCL,Europe
DiDi,Maze Gaming,mid,47,27,5.042553191489362,2.9574468085106385,7.361702127659575,691.2368914893617,7.8432,30.851063829787233,57.4,4.19,57.4,4.19,LRS,Other
YYG Magus,Yang Yang Gaming,sup,21,13,1.0952380952380953,3.857142857142857,15.047619047619047,204.69138095238097,0.9935238095238096,89.80952380952381,61.9,4.19,61.9,4.19,LJL,Japan
Xico,Corinthians Esports,mid,13,8,5.6923076923076925,3.6153846153846154,9.461538461538462,832.8580076923076,8.080946153846154,31.153846153846153,61.5,4.19,61.5,4.19,CD,Latin America
Tomrio,Hyper Vortex Esports,jng,14,11,2.7857142857142856,3.357142857142857,11.285714285714286,410.7120857142857,6.349992857142857,48.857142857142854,78.6,4.19,78.6,4.19,VCS,Southeast Asia
Reptile,CGN Esports,bot,40,24,5.325,2.825,6.5,693.85114,9.09548,24.95,60.0,4.19,60.0,4.19,PRM,Europe
Pericolo,Zena Esports,bot,28,17,4.857142857142857,2.8214285714285716,6.964285714285714,756.4445178571428,8.005778571428571,22.178571428571427,60.7,4.19,60.7,4.19,LIT,Europe
Sweeho,ODD Esports,mid,15,8,4.6,2.8,7.133333333333334,755.0216266666666,7.730813333333333,27.666666666666668,53.3,4.19,53.3,4.19,LRN,Other
Neramin,BBL Dark Passage,bot,17,6,6.647058823529412,2.9411764705882355,5.647058823529412,676.1748352941177,9.171629411764705,20.294117647058822,35.3,4.18,35.3,4.18,TCL,Europe
Pain5,Saigon Secret,bot,17,9,3.9411764705882355,2.235294117647059,5.411764705882353,596.2704176470588,9.20275294117647,37.529411764705884,52.9,4.18,52.9,4.18,VCS,Southeast Asia
Mafro,IziDream,jng,25,15,4.4,3.08,8.44,489.29557200000005,5.926328,37.32,60.0,4.17,60.0,4.17,LFL2,Europe
Grizzly,Hanwha Life Esports Challengers,jng,105,47,4.219047619047619,2.7523809523809524,7.3619047619047615,470.7578466666667,7.144139999999999,49.96190476190476,44.8,4.21,44.9,4.17,LCKC,Korea
NaiNa,Yang Yang Gaming,bot,22,13,4.681818181818182,3.272727272727273,8.954545454545455,718.6911409090909,7.913018181818182,27.272727272727273,59.1,4.17,59.1,4.17,LJL,Japan
Hype,OKSavingsBank BRION,bot,90,35,4.033333333333333,2.188888888888889,5.066666666666666,678.9431822222223,9.367145555555556,38.144444444444446,38.9,4.16,38.9,4.16,LCK,Korea
Urban,A One Man Army,sup,20,13,1.0,3.05,11.7,262.20365000000004,1.25616,104.0,65.0,4.16,65.0,4.16,ROL,Other
Aegis,RED Canids,jng,22,11,2.9545454545454546,2.8181818181818183,8.772727272727273,391.0540454545455,6.233418181818181,44.5,50.0,4.16,50.0,4.16,LTA S,Latin America
MélyaP,Lille Esport,mid,15,8,4.4,2.933333333333333,7.8,756.1648600000001,7.778673333333333,34.86666666666667,53.3,4.16,53.3,4.16,LFL2,Europe
Savero,eSuba,jng,97,62,3.082474226804124,2.9690721649484537,9.257731958762887,473.73507216494846,6.103822680412371,33.381443298969074,63.9,4.16,63.9,4.16,HM,Europe
Flauren,Deep Cross Gaming,top,122,86,3.9672131147540983,2.459016393442623,6.270491803278689,677.2476098360656,7.977810655737705,32.14754098360656,70.5,4.16,71.5,4.16,PCS,Southeast Asia
raining,Nightbirds,bot,50,38,5.22,2.96,7.1,922.112758,9.443736,29.18,76.0,4.16,76.0,4.16,HM,Europe
KatEvolved,Conviction,mid,23,14,4.043478260869565,2.652173913043478,6.956521739130435,797.0915000000001,9.010821739130435,33.0,60.9,4.15,60.9,4.15,NACL,North America
Diable,BNK FEARX,bot,127,61,5.559055118110236,2.6850393700787403,5.669291338582677,786.3152566929134,9.604015748031497,37.38582677165354,48.0,4.18,46.1,4.15,LCK,Korea
Abyss,T1 Esports Academy Rookies,sup,63,44,1.7619047619047619,3.4761904761904763,12.634920634920634,345.44385873015875,1.180952380952381,108.77777777777777,69.8,4.14,69.8,4.14,LAS,Latin America
Mirrowfox,Guinea Pink,mid,13,7,4.923076923076923,2.6923076923076925,6.230769230769231,704.9969153846154,8.43816153846154,24.384615384615383,53.8,4.14,53.8,4.14,NEXO,Other
JunJia,CTBC Flying Oyster,jng,119,80,3.226890756302521,2.3529411764705883,7.65546218487395,436.93241260504203,6.812655462184874,54.747899159663866,67.2,4.62,60.4,4.14,LCP,Southeast Asia
iwanan,Zerance,mid,14,5,4.0,2.5714285714285716,6.642857142857143,671.0697642857142,8.410528571428571,28.0,35.7,4.14,35.7,4.14,LFL2,Europe
Music,CCG Esports,jng,14,8,3.5714285714285716,3.0,8.857142857142858,460.7475285714286,6.201135714285714,49.92857142857143,57.1,4.14,57.1,4.14,NACL,North America
Frog,DRX Challengers,top,141,82,2.921985815602837,2.269503546099291,6.319148936170213,571.3361872340427,7.759409219858156,33.751773049645394,58.2,4.07,58.7,4.13,LCKC,Korea
Damocles,Clocks,bot,48,27,5.729166666666667,2.625,5.083333333333333,798.7894479166666,9.386610416666667,29.291666666666668,56.2,4.12,56.2,4.12,LJL,Japan
Marth,GMBLERS Esports,bot,38,18,4.7105263157894735,2.526315789473684,5.7105263157894735,707.2885368421053,8.973410526315789,28.157894736842106,47.4,4.12,47.4,4.12,LIT,Europe
Phantasm,Dung Dynasty,mid,15,10,5.2,2.8666666666666667,6.6,788.2597866666667,8.501053333333333,28.066666666666666,66.7,4.12,66.7,4.12,PRM,Europe
Wamu,Maze Gaming,top,47,27,3.0638297872340425,2.404255319148936,6.829787234042553,558.8260191489361,7.825063829787235,31.872340425531913,57.4,4.12,57.4,4.12,LRS,Other
Way,KT Rolster Challengers,sup,102,69,1.3333333333333333,3.4411764705882355,12.764705882352942,271.42125196078433,0.9536333333333333,110.99019607843137,67.6,4.1,67.2,4.12,LCKC,Korea
TitaN,paiN Gaming,bot,62,33,5.17741935483871,2.725806451612903,5.774193548387097,788.1222903225806,9.729285483870967,49.61290322580645,53.2,4.02,55.5,4.11,LTA S,Latin America
ScaryJerry,Supernova,bot,24,14,3.9166666666666665,2.3333333333333335,5.666666666666667,796.4066750000001,9.31075,35.875,58.3,4.11,58.3,4.11,NACL,North America
KinGi,Farenvehn,jng,35,23,3.3142857142857145,3.085714285714286,9.371428571428572,454.20056285714287,5.947768571428571,48.02857142857143,65.7,4.11,65.7,4.11,LRS,Other
Batuuu,Misa Esports,sup,95,62,1.0526315789473684,3.294736842105263,12.305263157894737,236.84625368421055,1.0329715789473684,109.6842105263158,65.3,4.05,65.1,4.11,TCL,Europe
Dizin,Flamengo MDL,jng,47,25,3.8297872340425534,3.1702127659574466,8.48936170212766,429.6710255319149,6.401782978723404,52.38297872340426,53.2,3.89,53.8,4.11,CD,Latin America
Disamis,Vivo Keyd Stars,jng,69,36,3.1594202898550723,2.6956521739130435,7.942028985507246,414.55685362318843,6.57494347826087,49.08695652173913,52.2,4.12,52.2,4.1,LTA S,Latin America
Goliah,GMBLERS Esports,jng,38,18,3.210526315789474,2.6052631578947367,7.473684210526316,430.91351578947365,6.53842105263158,37.78947368421053,47.4,4.1,47.4,4.1,LIT,Europe
Casting,KT Rolster Challengers,top,112,76,3.2232142857142856,2.4910714285714284,7.026785714285714,657.2224348214286,7.665749107142857,35.526785714285715,67.9,4.11,67.5,4.1,LCKC,Korea
Ludas Matyi,Delta Syndicate,sup,20,8,1.5,3.65,13.45,234.85428000000002,0.86571,98.35,40.0,4.1,40.0,4.1,HC,Other
Typhoon,Misa Esports,jng,33,22,4.515151515151516,3.3333333333333335,9.575757575757576,479.08734848484846,6.194342424242424,46.57575757575758,66.7,4.23,65.9,4.1,TCL,Europe
Chan,Partizan Sangal,top,70,44,3.9714285714285715,2.342857142857143,5.642857142857143,676.1979685714285,8.124374285714286,28.65714285714286,62.9,4.1,62.9,4.1,EBL,Europe
Andil,DRX Challengers,sup,12,8,0.6666666666666666,3.3333333333333335,13.0,218.42354166666667,1.0680083333333334,125.16666666666667,66.7,4.1,66.7,4.1,LCKC,Korea
Secrett,Forsaken,mid,70,41,4.414285714285715,2.7142857142857144,6.7,755.1690142857143,8.618708571428572,26.6,58.6,4.09,58.6,4.09,RL,Other
Career,BNK FEARX Youth,sup,154,79,1.0649350649350648,3.103896103896104,11.733766233766234,246.5320272727273,1.2412012987012988,120.61688311688312,51.3,4.12,51.0,4.09,LCKC,Korea
Kio,Team Phantasma,top,70,48,3.342857142857143,2.642857142857143,7.457142857142857,691.3592085714286,7.924088571428571,31.17142857142857,68.6,4.09,68.6,4.09,HLL,Europe
Scout,Nongshim RedForce,mid,13,7,3.230769230769231,2.6923076923076925,7.769230769230769,761.9278692307691,8.498838461538462,29.692307692307693,53.8,4.09,53.8,4.09,KeSPA,Korea
Duro,Gen.G,sup,167,117,0.6646706586826348,2.9520958083832336,11.419161676646707,200.63783592814374,0.8326988023952095,116.33532934131736,70.1,4.09,70.2,4.09,LCK,Korea
Callme,Misa Esports,mid,95,62,3.736842105263158,3.031578947368421,8.736842105263158,759.6809947368421,8.311997894736843,37.28421052631579,65.3,4.11,65.1,4.09,TCL,Europe
Ronaldo,Verdant,mid,18,8,4.611111111111111,2.7222222222222223,6.166666666666667,817.5630500000001,8.735277777777778,29.333333333333332,44.4,3.96,47.4,4.08,NLC,Europe
Flandre,Anyone's Legend,top,183,117,3.098360655737705,2.5081967213114753,7.39344262295082,595.9288202185793,7.975265027322405,32.92896174863388,63.9,4.18,63.8,4.08,LPL,China
Hub,Cupid Esports,bot,13,6,5.615384615384615,2.8461538461538463,6.0,797.0501230769231,9.099246153846154,35.0,46.2,4.08,46.2,4.08,NACL,North America
Ronaldo,Verdant,mid,18,8,4.611111111111111,2.7222222222222223,6.166666666666667,817.5630500000001,8.735277777777778,29.333333333333332,44.4,3.96,47.4,4.08,NLC,Europe
Vampire,JD Gaming,sup,13,8,0.5384615384615384,3.1538461538461537,12.307692307692308,196.33356923076923,0.9942538461538462,134.6153846153846,61.5,4.07,61.5,4.07,DCup,China
Airren,Conviction,bot,33,18,4.484848484848484,2.727272727272727,6.606060606060606,662.8789818181818,9.062363636363637,26.636363636363637,54.5,4.07,54.5,4.07,NACL,North America
TIMR,Diversion Gaming,sup,44,30,1.0454545454545454,3.6363636363636362,13.75,218.08480681818182,1.0128522727272726,89.88636363636364,68.2,4.07,68.2,4.07,HC,Other
Padawii,AVE Axolotl,bot,16,6,5.1875,2.6875,5.75,704.0846125,7.9674625,28.3125,37.5,4.07,37.5,4.07,LIT,Europe
Anonymouss,The Secret Club,jng,14,8,6.0,3.642857142857143,8.785714285714286,614.7168285714286,6.69205,33.0,57.1,4.06,57.1,4.06,EBL,Europe
eaRyz,SPIKE Syndicate,jng,33,19,3.787878787878788,3.303030303030303,9.636363636363637,460.22793939393944,5.8283818181818186,39.06060606060606,57.6,4.06,57.6,4.06,EBL,Europe
Xun,JD Gaming,jng,151,80,3.596026490066225,2.7086092715231787,7.178807947019868,436.65138807947017,6.7016807947019865,44.58940397350993,53.0,3.98,53.3,4.06,LPL,China
Markoon,Solary,jng,62,30,2.903225806451613,2.935483870967742,9.016129032258064,442.6412677419355,6.310112903225806,48.08064516129032,48.4,4.06,48.4,4.06,LFL,Europe
Nata,Ruddy Esports,bot,18,8,5.388888888888889,2.8333333333333335,6.111111111111111,774.8730666666667,8.884905555555555,32.666666666666664,44.4,4.06,44.4,4.06,NLC,Europe
MnM,Frank Esports,sup,41,25,1.0731707317073171,3.1707317073170733,11.804878048780488,255.57112195121948,1.0464878048780488,108.39024390243902,61.0,4.06,61.0,4.06,PCS,Southeast Asia
Rybson,Kiedyś Miałem Fun,jng,26,18,4.076923076923077,3.5384615384615383,10.26923076923077,549.3259269230768,6.141557692307692,43.80769230769231,69.2,4.05,69.2,4.05,RL,Other
Mobility,Winthrop University,bot,47,17,4.0638297872340425,2.3404255319148937,5.404255319148936,683.8730617021276,9.368948936170213,35.787234042553195,36.2,4.05,36.2,4.05,NACL,North America
Hena,LYON,bot,33,11,3.5454545454545454,2.242424242424242,5.545454545454546,688.6243575757576,9.09588787878788,41.60606060606061,33.3,4.05,33.3,4.05,LTA N,North America
Arn,Falke Esports,top,27,16,3.074074074074074,2.814814814814815,8.296296296296296,590.5409814814815,7.469155555555556,29.59259259259259,59.3,4.04,59.3,4.04,CT,Other
Seneca,Colossal Gaming,sup,47,26,0.8723404255319149,3.1914893617021276,12.02127659574468,224.2493744680851,0.9882170212765957,94.14893617021276,55.3,4.04,55.3,4.04,LIT,Europe
Sertuss,Ici Japon Corp. Esport,mid,77,41,3.4025974025974026,2.5064935064935066,6.714285714285714,661.4772415584416,8.666481818181818,39.54545454545455,53.2,4.04,53.2,4.04,LFL,Europe
Marbirius,Team UNiTY,mid,19,7,4.105263157894737,2.9473684210526314,7.7894736842105265,723.9350368421052,8.279352631578949,25.105263157894736,36.8,4.04,36.8,4.04,HM,Europe
Eski,Rich Gang,sup,14,8,0.9285714285714286,2.7857142857142856,10.285714285714286,219.02529285714286,0.9770214285714286,97.42857142857143,57.1,4.03,57.1,4.03,NLC,Europe
YoungJae,KT Rolster Challengers,jng,129,89,4.705426356589148,3.3488372093023258,8.782945736434108,572.1349325581396,6.94088992248062,53.01550387596899,69.0,4.03,68.6,4.03,LCKC,Korea
Zinie,KT Rolster Challengers,mid,129,89,4.410852713178294,3.054263565891473,7.945736434108527,851.2299891472868,8.331374418604652,38.689922480620154,69.0,4.05,68.6,4.03,LCKC,Korea
Coward,Anyone's Legend.Young,jng,11,5,5.363636363636363,3.3636363636363638,8.181818181818182,587.3741545454545,6.662627272727272,30.90909090909091,45.5,4.03,45.5,4.03,Asia Master,Other
Bradley,Citadel Gaming,mid,20,11,4.25,2.8,7.0,799.188285,8.661190000000001,29.7,55.0,4.02,55.0,4.02,NACL,North America
Vlaren,SPIKE Syndicate,sup,27,13,0.8888888888888888,3.3333333333333335,12.518518518518519,235.93736666666666,1.0558962962962963,98.44444444444444,48.1,4.02,48.1,4.02,EBL,Europe
Husha,Frank Esports,jng,19,12,3.3684210526315788,3.210526315789474,9.526315789473685,469.20343684210525,6.37521052631579,46.421052631578945,63.2,4.02,63.2,4.02,PCS,Southeast Asia
