team,games,wins,avg_kills,avg_deaths,avg_dragons,avg_barons,avg_towers,avg_gamelength,winrate,weighted_winrate,primary_league,region
EDG Youth Team,16,6,17.125,18.9375,2.25,0.375,4.375,29.5,37.5,37.5,Asia Master,Other
Dream Makers,16,6,13.6875,20.5,1.875,0.5,5.625,33.0,37.5,37.5,NEXO,Other
DMG Esports,40,15,14.3,16.375,1.95,0.375,4.825,30.3,37.5,37.5,NLC,Europe
Lundqvist Lightside,35,13,15.17142857142857,20.457142857142856,2.2,0.37142857142857144,5.314285714285714,30.8,37.1,37.1,NLC,Europe
Team Heretics,54,20,10.703703703703704,14.796296296296296,2.1666666666666665,0.37037037037037035,4.62962962962963,33.3,37.0,37.0,LEC,Europe
Ultra Prime,75,28,12.613333333333333,14.893333333333333,2.1466666666666665,0.5066666666666667,4.72,32.4,37.3,36.6,LPL,China
Winthrop University,47,17,13.76595744680851,15.106382978723405,2.0851063829787235,0.5531914893617021,5.319148936170213,33.8,36.2,36.2,NACL,North America
OKSavingsBank BRION Challengers,96,34,12.9375,16.59375,1.7708333333333333,0.5,4.8125,32.3,35.4,36.1,LCKC,Korea
Team BDS,50,18,13.88,15.42,2.3,0.64,5.5,35.1,36.0,36.0,LEC,Europe
Joblife,48,17,13.166666666666666,15.5625,2.3125,0.5208333333333334,4.708333333333333,33.8,35.4,35.4,LFL,Europe
Vortex (Japanese Team),17,6,18.58823529411765,18.529411764705884,1.9411764705882353,0.5882352941176471,5.117647058823529,31.4,35.3,35.3,LJL,Japan
Monta Club,34,12,17.029411764705884,20.58823529411765,2.0294117647058822,0.6176470588235294,6.411764705882353,35.4,35.3,35.3,NEXO,Other
Cupid Esports,17,6,15.352941176470589,19.058823529411764,1.7647058823529411,0.7058823529411765,5.882352941176471,34.7,35.3,35.3,NACL,North America
ThunderTalk Gaming,105,37,12.466666666666667,16.771428571428572,1.8666666666666667,0.4,4.6761904761904765,31.5,35.2,35.0,LPL,China
LNG Esports,67,26,12.08955223880597,14.805970149253731,1.8507462686567164,0.34328358208955223,4.7611940298507465,32.7,38.8,35.0,LPL,China
Eintracht Spandau,49,17,17.142857142857142,19.224489795918366,1.8979591836734695,0.5714285714285714,5.6938775510204085,33.3,34.7,34.7,PRM,Europe
Never Give Up,26,9,15.653846153846153,21.153846153846153,2.076923076923077,0.4230769230769231,5.038461538461538,31.5,34.6,34.6,VCS,Southeast Asia
RATZ,29,10,15.068965517241379,19.862068965517242,2.0344827586206895,0.6206896551724138,5.793103448275862,34.9,34.5,34.5,CD,Latin America
DOCISK,32,11,18.65625,19.6875,2.3125,0.4375,4.8125,32.5,34.4,34.4,RL,Other
Zerance,47,16,13.957446808510639,17.851063829787233,2.0,0.3617021276595745,4.829787234042553,31.9,34.0,34.0,LFL2,Europe
Zerolag Esports,39,13,15.076923076923077,20.128205128205128,2.3333333333333335,0.41025641025641024,4.461538461538462,30.9,33.3,33.3,HLL,Europe
Bilibili Gaming Junior,15,5,16.133333333333333,16.933333333333334,1.4666666666666666,0.2,4.533333333333333,30.7,33.3,33.3,Asia Master,Other
Seven Dark,27,9,14.814814814814815,18.074074074074073,1.8518518518518519,0.5555555555555556,4.407407407407407,32.0,33.3,33.3,LRS,Other
LYON,33,11,12.909090909090908,14.484848484848484,2.393939393939394,0.36363636363636365,5.454545454545454,33.5,33.3,33.3,LTA N,North America
Hanoi Rookies Esports,12,4,18.083333333333332,20.333333333333332,1.4166666666666667,0.25,5.25,29.5,33.3,33.3,VCS,Southeast Asia
Nongshim RedForce Academy,103,34,17.07766990291262,21.038834951456312,1.796116504854369,0.33980582524271846,4.456310679611651,30.6,33.0,33.0,LAS,Latin America
Delta Syndicate,43,14,18.348837209302324,17.813953488372093,2.5348837209302326,0.46511627906976744,5.232558139534884,31.9,32.6,32.6,HC,Other
Apex Mission Impossible,37,12,13.432432432432432,16.513513513513512,2.027027027027027,0.4864864864864865,4.864864864864865,34.0,32.4,32.4,NACL,North America
Royal Never Give Up,31,10,12.03225806451613,16.096774193548388,1.8387096774193548,0.3548387096774194,4.483870967741935,33.7,32.3,32.3,LPL,China
FunPlus Phoenix,115,37,13.678260869565218,17.556521739130435,1.9739130434782608,0.3739130434782609,4.608695652173913,32.6,32.2,32.2,LPL,China
GLORE,50,16,15.96,20.38,1.82,0.34,5.1,30.4,32.0,32.0,HM,Europe
Fukuoka SoftBank HAWKS gaming,54,17,12.055555555555555,18.296296296296298,1.4814814814814814,0.4074074074074074,4.351851851851852,31.3,31.5,31.5,LCP,Southeast Asia
Actions Per Minute,45,14,14.822222222222223,19.0,1.8444444444444446,0.35555555555555557,4.933333333333334,31.2,31.1,31.1,HLL,Europe
Skillcamp,52,16,13.615384615384615,18.26923076923077,1.9615384615384615,0.34615384615384615,4.846153846153846,31.7,30.8,30.8,LFL2,Europe
NextGeneration Esports,10,3,20.6,22.2,2.2,0.8,5.7,33.6,30.0,30.0,AL,Europe
Lenovo Legion Honvéd,30,9,18.9,24.766666666666666,2.2,0.36666666666666664,4.233333333333333,30.8,30.0,30.0,EBL,Europe
Silent Storm Esports,10,3,17.2,25.1,2.2,0.3,4.3,28.6,30.0,30.0,VCS,Southeast Asia
Zer0 Trein0,10,3,14.6,23.8,1.9,0.4,3.9,34.6,30.0,30.0,CD,Latin America
Team BDS Academy,47,14,15.02127659574468,19.148936170212767,1.9361702127659575,0.425531914893617,5.0212765957446805,32.4,29.8,29.8,LFL,Europe
Venomcrest Esports,31,9,13.935483870967742,21.032258064516128,1.7741935483870968,0.3548387096774194,4.516129032258065,31.4,29.0,29.0,NLC,Europe
Orbit Anonymo Esports,49,14,13.204081632653061,18.714285714285715,2.0816326530612246,0.40816326530612246,4.1020408163265305,32.9,28.6,28.6,RL,Other
BraVeLY,42,12,15.452380952380953,20.095238095238095,1.6666666666666667,0.30952380952380953,4.285714285714286,30.1,28.6,28.6,LJL,Japan
Magaza Esports,14,4,13.785714285714286,20.357142857142858,1.7857142857142858,0.14285714285714285,4.285714285714286,30.2,28.6,28.6,EBL,Europe
Ground Zero Gaming,57,16,17.350877192982455,21.54385964912281,1.7017543859649122,0.42105263157894735,4.12280701754386,30.6,28.1,28.1,PCS,Southeast Asia
EKO Esports,37,10,14.891891891891891,20.81081081081081,1.837837837837838,0.4864864864864865,4.675675675675675,31.1,27.0,27.0,LIT,Europe
V3 Esports,26,7,13.461538461538462,19.73076923076923,1.8076923076923077,0.15384615384615385,4.653846153846154,29.9,26.9,26.9,LJL,Japan
DetonatioN FocusMe,53,14,12.09433962264151,16.452830188679247,1.830188679245283,0.2830188679245283,3.981132075471698,31.9,26.4,26.4,LCP,Southeast Asia
KAOS e-sport,38,10,15.605263157894736,22.13157894736842,1.6578947368421053,0.2894736842105263,4.131578947368421,30.4,26.3,26.3,NLC,Europe
GameWard,43,11,10.116279069767442,16.11627906976744,2.0930232558139537,0.3488372093023256,3.697674418604651,33.0,25.6,25.6,LFL,Europe
Dignitas,39,10,10.897435897435898,15.256410256410257,1.794871794871795,0.358974358974359,4.358974358974359,34.4,25.6,25.6,LTA N,North America
ODD Esports,36,9,13.86111111111111,23.055555555555557,1.9166666666666667,0.3333333333333333,4.166666666666667,30.9,25.0,25.0,LRN,Other
Fractious eSports,12,3,12.25,18.166666666666668,2.25,0.5833333333333334,4.75,32.9,25.0,25.0,NEXO,Other
Pulse Star,32,8,11.75,20.0625,1.59375,0.34375,3.96875,30.2,25.0,25.0,NACL,North America
Priority,16,4,15.9375,22.875,1.9375,0.3125,4.125,32.9,25.0,25.0,HC,Other
DN Freecs,96,23,11.25,16.125,1.6458333333333333,0.3125,3.9791666666666665,32.6,24.0,23.9,LCK,Korea
Rise Gaming,38,9,12.289473684210526,15.947368421052632,2.263157894736842,0.42105263157894735,4.7368421052631575,34.8,23.7,23.7,CD,Latin America
BRUTE,38,9,13.552631578947368,20.05263157894737,1.8421052631578947,0.4473684210526316,3.9473684210526314,31.2,23.7,23.7,HM,Europe
VelbeliKaizokudan,38,9,14.31578947368421,22.157894736842106,1.4210526315789473,0.2894736842105263,4.2631578947368425,31.5,23.7,23.7,LJL,Japan
Guasones,34,8,10.735294117647058,16.441176470588236,1.7941176470588236,0.29411764705882354,3.8529411764705883,30.2,23.5,23.5,LVP SL,Europe
aNc Legends,30,7,13.4,19.166666666666668,1.8,0.4,4.266666666666667,31.7,23.3,23.3,LIT,Europe
Team Evermeet,22,5,15.0,19.0,2.0,0.2727272727272727,4.954545454545454,31.8,22.7,22.7,LRS,Other
LODIS,32,7,13.65625,18.71875,2.28125,0.5625,4.46875,35.2,21.9,21.9,RL,Other
SK Gaming,37,8,8.945945945945946,17.35135135135135,1.6756756756756757,0.24324324324324326,4.081081081081081,31.8,21.6,21.6,LEC,Europe
HELL PIGS,56,12,16.767857142857142,26.839285714285715,1.4642857142857142,0.21428571428571427,3.767857142857143,28.9,21.4,21.4,PCS,Southeast Asia
EXILE esports,38,8,12.526315789473685,20.31578947368421,1.5526315789473684,0.3157894736842105,3.6842105263157894,31.5,21.1,21.1,HM,Other
Nigma Galaxy,29,6,17.862068965517242,23.275862068965516,1.5517241379310345,0.1724137931034483,3.2413793103448274,30.6,20.7,20.7,AL,Europe
Rogue,29,6,11.517241379310345,16.20689655172414,2.3448275862068964,0.5517241379310345,4.793103448275862,35.1,20.7,20.7,LEC,Europe
Hurricane of Feathers,15,3,14.133333333333333,23.866666666666667,1.5333333333333334,0.2,3.7333333333333334,32.3,20.0,20.0,LPLOL,Other
devils.one,15,3,13.733333333333333,18.133333333333333,1.8,0.4,4.2,33.6,20.0,20.0,RL,Other
PRINCIPALITY,10,2,13.1,24.1,1.6,0.5,3.7,32.5,20.0,20.0,NEXO,Other
Black Dog,10,2,17.4,21.0,2.1,0.0,4.5,32.0,20.0,20.0,LJL,Japan
Chiefs Esports Club,51,10,10.196078431372548,16.235294117647058,1.3725490196078431,0.3333333333333333,3.450980392156863,31.1,19.6,19.6,LCP,Southeast Asia
ZETA,27,5,9.925925925925926,20.333333333333332,1.7037037037037037,0.1111111111111111,3.4074074074074074,29.1,18.5,18.5,LVP SL,Europe
Gaming Barcelona,18,3,12.944444444444445,20.72222222222222,1.8888888888888888,0.3333333333333333,3.5555555555555554,31.6,16.7,16.7,NEXO,Other
Team Refuse,18,3,13.666666666666666,23.944444444444443,1.7777777777777777,0.4444444444444444,4.222222222222222,31.6,16.7,16.7,HLL,Europe
Lupus Esports,25,4,13.12,20.52,1.2,0.2,3.4,28.6,16.0,16.0,EBL,Europe
Aurora,44,7,12.590909090909092,20.863636363636363,1.5681818181818181,0.18181818181818182,3.9318181818181817,30.8,15.9,15.9,ROL,Other
CORE 128,14,2,12.714285714285714,18.928571428571427,2.4285714285714284,0.2857142857142857,3.7142857142857144,34.8,14.3,14.3,NEXO,Other
Vancouver Impact,14,2,11.0,22.285714285714285,1.5714285714285714,0.5,3.642857142857143,34.1,14.3,14.3,NACL,North America
Hands,28,4,9.035714285714286,22.571428571428573,1.1785714285714286,0.14285714285714285,2.357142857142857,27.0,14.3,14.3,LJL,Japan
Fluxo W7M,30,4,9.466666666666667,16.466666666666665,1.7666666666666666,0.2,3.1333333333333333,32.0,13.3,13.3,LTA S,Latin America
ZeroZone Gaming,15,2,14.133333333333333,22.133333333333333,1.2,0.4,4.0,32.5,13.3,13.3,LPLOL,Other
Radical Pop Gaming,22,2,11.863636363636363,24.59090909090909,1.0454545454545454,0.13636363636363635,1.6818181818181819,28.3,9.1,9.1,LJL,Japan
Hungkuang Falcon (弘光獵鷹),18,1,13.11111111111111,25.72222222222222,0.6666666666666666,0.05555555555555555,2.2777777777777777,27.6,5.6,5.6,PCS,Southeast Asia
DRX Academy,93,5,10.903225806451612,22.655913978494624,0.8387096774193549,0.10752688172043011,1.989247311827957,28.5,5.4,5.4,LAS,Latin America
The Forbidden Five,14,0,8.5,21.428571428571427,1.1428571428571428,0.0,1.5714285714285714,29.3,0.0,0.0,TCL,Europe
BloomStorm,10,0,8.2,25.5,0.9,0.1,1.7,28.0,0.0,0.0,LJL,Japan
Connect Arena Esports,16,0,11.0,27.1875,0.625,0.0,1.25,26.4,0.0,0.0,EBL,Europe
